doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,clase_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Puebla,6103,2Q2019,1583928199628,2,5,2,2,2,3,2,2,3,
Ramirez Oyhanarte,6103,2Q2019,1583928199630,4,4,3,2,2,3,2,3,2,
Alonso,8403,1Q2019,1583928258712,5,5,5,5,5,5,5,5,5,VW5vIGRlIGxvcyBtZWpvcmVzIHByb2Zlc29yZXMgZGUgbGEgY2FycmVyYSBoYXN0YSBhaG9yYQ==
Sosti,8403,1Q2019,1583928258715,5,5,5,5,5,5,5,5,5,T3RybyBkZSBsb3MgbWVqb3JlcyBwcm9mZXNvcmVzIGp1bnRvIGEgQWxvbnNv
Terlisky,8403,1Q2019,1583928258717,5,5,5,5,5,5,5,5,5,
Bruno,8403,1Q2019,1583928258718,4,4,3,2,1,2,3,3,2,
Lopez,6108,2Q2019,1583930001099,5,5,4,5,5,4,5,5,3,
Pagnola,6203,2Q2019,1583932389570,5,5,4,1,1,3,1,2,1,
Viñales,6203,2Q2019,1583932389573,5,5,3,1,1,2,1,2,5,
A Designar,6203,2Q2019,1583932389577,5,5,4,1,1,4,1,4,1,
Zitto,6103,1Q2018,1583932785127,5,5,5,5,5,5,5,5,4,
Bergamini,6103,1Q2018,1583932785129,5,5,5,5,5,5,5,5,5,
Francois,6302,1Q2018,1583932955413,5,5,4,5,5,5,5,4,4,
Fasoli,6302,1Q2018,1583932955415,5,5,5,5,4,5,5,5,3,
Fossati,6302,1Q2018,1583932955416,5,5,5,5,4,5,5,4,4,
Francois,6302,2Q2018,1583933102109,5,5,4,5,5,5,5,4,4,
Fasoli,6302,2Q2018,1583933102109,5,5,5,4,4,5,5,5,4,
Fanchiotti,6302,2Q2018,1583933102109,5,5,4,4,3,3,4,3,3,
Alvarez,6108,2Q2018,1583933217385,5,5,5,5,5,5,5,5,4,
Liberczuk,6108,2Q2018,1583933217386,5,5,5,5,5,5,5,5,5,
Catuogno,6108,2Q2018,1583933217387,5,5,5,5,5,5,5,5,5,
Galvan,6108,2Q2018,1583933217388,4,4,5,4,5,5,5,5,5,
Giacoia,8405,2Q2019,1583933805928,5,3,4,5,5,3,5,3,3,
Castagnino,8405,2Q2019,1583933805928,3,3,4,1,2,3,3,4,1,
Garcia,6109,2Q2019,1583933859860,5,5,5,5,5,5,5,5,5,
A Designar,6109,2Q2019,1583933859860,3,3,3,3,3,3,3,3,3,
Bouza,6109,2Q2019,1583933859860,5,5,5,4,4,5,4,5,5,
Pagnola,6203,2Q2019,1583933984425,4,4,3,1,1,1,2,2,1,
Di Luozzo,6203,2Q2019,1583933984425,4,4,5,5,5,4,4,5,5,
A Designar,6203,2Q2019,1583933984426,3,3,3,3,3,3,3,3,3,
Calzaretto,8917,2Q2019,1583934097294,4,3,4,4,2,1,2,4,5,
Bacha,8917,2Q2019,1583934097295,3,1,2,2,2,2,1,1,1,
Barra Araujo,8917,2Q2019,1583934097295,3,3,4,3,2,3,2,3,2,
Cammilleri,6108,2Q2019,1583935380721,5,5,5,5,5,5,5,3,3,RXhjZWxlbnRlIHByb2Zlc29yYSwgZXhwbGljYSBtdXkgYmllbi4gRXMgb3JkZW5hZGEsIHNlIGxlIGVudGllbmRlIHRvZG8sIGxsZWdhIGJpZW4gY29uIGxvcyB0ZW1hcy4gQXByb2LDqSBlbiBsYSBwcmltZXJhIGNoYW5jZSBkZSBwYXJjaWFsLCB5IGVuIGxhIHByaW1lcmEgY2hhbmNlIGRlIGZpbmFsLiBMYSByZWNvbWllbmRvIG11Y2hv
Peralta,6108,2Q2019,1583935380722,5,3,5,5,5,3,5,5,5,RXMgdW5hIGV4Y2VsZW50ZSBwcm9mZXNvcmEuIEV4cGxpY2EgYmllbiwgeSBhY2xhcmEgbG9zIGVycm9yZXMgY29tdW5lcyBvIG1hbGFzIGludGVycHJldGFjaW9uZXMgcXVlIHNlIHN1ZWxlbiBoYWNlciBzb2JyZSBsb3MgZWplcmNpY2lvcy4gQSBtaSBtZSBlbmNhbnTDsyBjb21vIHByb2Zlc29yYS4g
Fittipaldi,6108,2Q2019,1583935380723,5,5,3,2,2,2,2,3,1,
Acero,8105,2Q2015,1583935488092,5,5,5,5,5,3,5,5,3,RXhjZWxlbnRlIHByb2Zlc29yLiBEZSBsb3MgbWVqb3JlcyBxdWUgaGF5IGVuIGxhIEZJVUJBLiBFeHBsaWNhIG11eSBjbGFybywgbHVlZ28gZGUgZGFyIHVuIHRlb3JlbWEsIGhhY2Ugb2JzZXJ2YWNpb25lcyBkZWwgbWlzbW8geSBjb21pZW56YSBhIGRhciBlamVyY2ljaW9zLCBjb3NhIHF1ZSBsYSBjYXJwZXRhIHRlcm1pbmEgc2llbmRvIHVuIGxpYnJvIGRlIGFuYWxpc2lzIDMuIFN1ZWxlIGlyIHVuIHBvY28gcsOhcGlkbywgcGVybyBjb24gbGVlciBsYSBjYXJwZXRhIGFudGVzIGRlIGlyIGEgY2xhc2UgZXMgc3VmaWNpZW50ZSBwYXJhIG5vIHBlcmRlcnNlLiBFbCB0cmF0byBjb24gbG9zIGFsdW1ub3MgZXMgYnVlbm8sIHBlcm8gw6lsIGVzcGVyYSBxdWUgbG9zIGFsdW1ub3MgbGUgcHJlc3RlbiBhdGVuY2nDs24gZW4gdG9kbyBtb21lbnRvLCBjdWFscXVpZXIgaW5kaWNpbyBkZSBxdWUgcGFzZSBsbyBjb250cmFyaW8gKHBvciBlaiwgbWFuZGFyIHVuIG1lbnNhamUgbyBjaGFybGFyKSB2YSBhIHJlc3VsdGFyIGVuIHVuIHNlcm3Ds24geSBsbyBtZWpvciBlcyBxdWUgdmEgYSB0ZW5lciByYXrDs24u
Calzon,8105,2Q2015,1583935488095,4,4,5,5,5,3,3,3,1,
Fariña,8105,2Q2015,1583935488097,4,4,5,5,5,4,4,4,2,
Smilovich,8105,2Q2015,1583935488100,3,5,5,3,5,3,3,5,5,
Veiras,6201,1Q2019,1583936068386,4,3,4,2,2,3,2,4,3,
Ciocci,6201,1Q2019,1583936068389,5,3,4,5,5,4,4,4,3,
Caracciolo,6301,1Q2019,1583936201117,4,3,3,1,1,1,2,3,1,
Testa,6301,1Q2019,1583936201121,4,3,3,3,2,3,2,3,2,
Garcia,6109,2Q2019,1583936241856,5,5,5,5,5,5,5,5,5,RXMgbXV5IG9yZ2FuaXphZGEgZW4gc3UgZm9ybWEgZGUgZGFyIGxhIG1hdGVyaWEgeSBleHBsaWNhIG11eSBiaWVuLiBBZGVtYXMsIGVzIG11eSBidWVuYSBwZXJzb25hIHkgc2Ugbm90YSBxdWUgbGUgYXBhc2lvbmEgbGEgbWF0ZXJpYS4gRGUgbGFzIG1lam9yZXMgcHJvZmVzIHF1ZSB0dXZl
Bouza,6109,2Q2019,1583936241859,4,5,5,5,3,5,5,5,5,R3JhbiBheXVkYW50ZSwgc2UgcHJlb2N1cGEgbXVjaG8gcG9yIHF1ZSBlbnRpZW5kYXMgY3VhbmRvIGxlIGhhY2VzIGNvbnN1bHRhcy4gQnVlbmEgcGVyc29uYSB5IGV4cGxpY2EgbXV5IGJpZW4uIExhIHVuaWNhIGRlc3ZlbnRhamEgZXMgcXVlIGVzIGJhc3RhbnRlIGRlc3Byb2xpamEgZW4gZWwgcGl6YXJyb24u
Piva,6203,2Q2019,1583936457868,5,4,5,3,5,5,5,4,4,TXV5IGRpdmVydGlkbywgaGFjZSBsYSBjbGFzZSBsbGV2YWRlcmEuIEV4cGxpY2EgY29uIGVqZW1wbG9zICh0cmFlIG1hdGVyaWFsZXMgZGVsIGxhYm9yYXRvcmlvIGEgdmVjZXMpLCB5IGRlZHVjZSB2YXJpYXMgZGUgbGFzIGZvcm11bGFzLiBFbiBsbyBwZXJzb25hbCwgc2VudGkgcXVlIG11Y2hhcyB2ZWNlcyBiYWpvIGxvcyBjb250ZW5pZG9zIGEgdW4gbGVuZ3VhamUgbWVub3MgZm9ybWFsLCBsbyBjdWFsIG1lIHNpcnZpbyBtdWNoby4gU3VzIGNsYXNlcyBzdWVsZW4gZXh0ZW5kZXJzZS4=
Aparicio,6203,2Q2019,1583936457870,4,5,5,5,5,5,5,5,4,U3VzIGNsYXNlcyBzb24gdW4gcG9jbyBwZXNhZGFzIHBvcnF1ZSBlbCBlcyBtdXkgdHJhbnF1aWxvLiBFeHBsaWNhIG11eSBiaWVuLCBsYXMgdmVjZXMgcXVlIGhlIGhlY2hvIGNvbnN1bHRhcyBzZSB0b21hIHN1IHRpZW1wbyBlbiBleHBsaWNhciBiaWVuLiBFcyBtdXkgcGFjaWVudGU=
Ferrini,6201,1Q2019,1583936602166,1,1,1,1,1,1,1,1,1,UmVjdXJzZSBsYSBtYXRlcmlhIGNvbiBlbC4gRXJhIGNvbW8gbm8gaXIgYSBjdXJzYXIsIGRhYmEgdW4gZWplcmNpY2lvIHBvciBjbGFzZSwgcXVlIHNlIGxvIGNvbXBsaWNhYmEgc29sbyBkZSBsbyBkZXNvcmdhbml6YWRvIHF1ZSBlcywgeSBlbCByZXN0byBkZWwgdGllbXBvIHNlIGxhIHBhc2FiYSBoYWJsYW5kbyBkZSBQYW1waXRhLiBEZXNhZ3JhZGFibGUgY29tbyBwcm9mZXNvci4gQ29tcGFyYWRhIGNvbiBlbCByZXN0byBkZSBsYXMgY2F0ZWRyYXMgcmVuZGlhbW9zIGVsIHByaW1lciBwYXJjaWFsIGNvbW8gdW4gbWVzIGRlc3B1ZXMsIGNvc2EgcXVlIHRlIGRhIGEgZW50ZW5kZXIgcXVlIG5vIGV4cGxpY28gbmFkYSBkZSBsb3MgdWx0aW1vcyB0ZW1hcyAob25kYXMgeSBvcHRpY2EpLiBUYW1wb2NvIGRhYmEgaGlkcm9kaW5hbWljYS4g
Griggio,7512,2Q2019,1583937233022,5,5,5,5,5,4,4,5,5,QnVlbiBwcm9mZXNvci4gRGlzcHVlc3RvIGEgcmVzcG9uZGVyIGR1ZGFzLCBzZSBxdWVkYSBzaSBhbGd1aWVuIHF1aWVyZSBjb25zdWx0YXIgZGVzcHVlcyBkZSBjbGFzZS4gTG9zIHBhcmNpYWxlcy9maW5hbGVzIHNvbiBzZW5jaWxsb3Mgc2kgdW5vIHR1dm8gdW4gc2VndWltaWVudG8gZGUgbGEgbWF0ZXJpYS4gVG9tYW4gbGlzdGEgdG9kYXMgbGFzIGNsYXNlcywgb2pvIGNvbiBlc28sIG11Y2hhIGdlbnRlIHNlIHF1ZWRvIGxpYnJlIGVuIGxhIG1hdGVyaWEgcG9yIGxhcyBmYWx0YXMuIEh1Ym8gZG9zIFRQcyBkZSBkaWZpY3VsdGFkIG1lZGlhLCBzb24gZXhpZ2VudGVzIGNvbiBsb3MgcGxhem9zL2NvbmRpY2lvbmVzIGRlIGVudHJlZ2EuIExhcyB2ZWNlcyBxdWUgbGxlZ8OzIHRhcmRlIGZ1ZSBwb3IgcHJvYmxlbWFzIGRlIHRyYW5zcG9ydGUgKG1hcmNoYXMgbyBjb3J0ZXMgcG9yIHBsYXphIGRlIG1heW8p
Cerrutti,7512,2Q2019,1583937233024,5,5,5,5,5,5,4,5,5,
Navarro,7512,2Q2019,1583937233027,5,4,5,5,5,4,4,5,5,
Redin,6203,2Q2019,1583937952715,5,5,5,5,5,5,4,5,3,RXMgdW4gcHJvZmVzb3IgYWdyYWRhYmxlLCAiYW1pZ3Vlcm8iLiBFbiBlbCBjdXJzbyBzZW1pcHJlc2VuY2lhbCwgZm9tZW50w7MgbGEgcGFydGljaXBhY2nDs24gZGUgbG9zIGFsdW1ub3MgeSBubyBmdWUgbXV5IHJpZ3Vyb3NvIG1hdGVtw6F0aWNhbWVudGUgKHRhbCB2ZXogZW4gdW4gY3Vyc28gcmVndWxhciBzZWEgbWFzIG1hdGVtYXRpY28pLiBObyB0aWVuZSBwcm9ibGVtYXMgZW4gcmVzcG9uZGVyIHByZWd1bnRhcy4=
Garcia Marra,6203,2Q2019,1583937952716,5,5,5,5,5,4,5,4,5,
Hernandez,6203,2Q2019,1583937952718,3,2,4,4,3,3,3,5,5,
Cornejo,6201,1Q2019,1583940542617,5,5,4,5,4,5,5,5,4,Q29tbyBoYWLDrWEgZmVyaWFkb3MgcXVlIGFmZWN0YWJhbiBsYXMgY2xhc2VzIGFkZWxhbnTDsyBsb3MgdGVtYXMgcGFyYSBsbGVnYXIgYSBkYXIgdG9kbywgc2llbXByZSBwdW50dWFsLCBkZW11ZXN0cmEgdG9kby4gTG9zIHBhcmNpYWxlcyBzb24gYWNjZXNpYmxlcy4=
Sola,6201,1Q2019,1583940542618,5,5,5,5,5,5,5,5,4,TXV5IGJ1ZW5hIG9uZGEgcGFyYSBleHBsaWNhciwgYWNsYXJhIHRvZGFzIGxhcyBkdWRhcyBxdWUgdGUgcXVlZGFuIGRlIGxhIHRlw7NyaWNhIHkgZW5zZcOxYSBhIGhhY2VyIGxvcyBlamVyY2ljaW9zIHNpbiBkYXIgZGVtYXNpYWRhcyB2dWVsdGFzIGNvbiBsYSB0ZW9yw61hLg==
Gonzalez,6201,1Q2019,1583940542619,5,5,5,4,4,5,4,5,5,
Papa,6201,1Q2019,1583940542619,5,5,5,4,4,4,4,5,4,
Vazquez,6301,1Q2019,1583940909130,3,5,4,4,2,2,2,3,3,RXhwbGljYSBjb24gcG93ZXIgcG9pbnRzIHNpbiBhZ3JlZ2FyIG11Y2hvIG3DoXMsIGZhbHTDsyB2YXJpYXMgdmVjZXMgcGVybyBzaWVtcHJlIGFsZ3VpZW4gbGEgc3VzdGl0dXnDsy4g
Piol,6301,1Q2019,1583940909131,5,5,5,4,5,5,5,5,4,VG9kbyBsbyBxdWUgcXVlZGFiYSBjb2xnYWRvIGRlIGxhIHRlw7NyaWNhIGxvIHJlc2NhdGFiYSBlbGxhLCBidWVuYSBvbmRhIHBhcmEgZXhwbGljYXIuIEhpem8gdmFyaW9zIGVqZXJjaWNpb3MgZGUgbGEgZ3XDrWEgdGlyYW5kbyB0aXBzIHRhbWJpw6luIG90cm9zIG3DoXMuIEFwcmVuZMOtYSBtw6FzIGFjw6EgcXVlIGVuIGxhIHRlw7NyaWNhIGRlIFZhenF1ZXou
Comas,6109,2Q2019,1583941570411,5,5,5,5,5,5,5,5,5,
Peña,6109,2Q2019,1583941570413,5,5,5,5,5,5,5,5,5,
Bertalot,6109,2Q2019,1583941570415,3,4,5,5,3,3,4,5,3,
Laufgang,6713,2Q2019,1583941853265,2,5,3,2,4,4,5,3,3,RmFsdMOzIHZhcmlhcyB2ZWNlcywgYSB2ZWNlcyBjb24gcmVlbXBsYXpvIGEgdmVjZXMgc2luLiBObyBzdWVsZSBoYWJlciBjb3JyZWxhY2nDs24gY29uIGxhIHByw6FjdGljYS4gTGFzIHByaW1lcmFzIGNsYXNlcyB0b21hcm9uIHBhcmNpYWxpdG9zLiBTZSBub3RhIHF1ZSBzYWJlIG11Y2hvIGF1bnF1ZSBzdWVsZSBpcnNlIHBvciBsYXMgcmFtYXMu
Pichipil Huircapan,6713,2Q2019,1583941853266,5,5,5,5,5,5,5,5,5,RXhwbGljYSBtdXkgYmllbiwgcXVpesOhcyB2YSB1biBwb2NvIHLDoXBpZG8gcGVybyBwcm9jdXJhIHF1ZSB0b2RvcyBsYSBzaWdhbiB5IHF1ZSBzZSBlbnRpZW5kYSBiaWVuIGNhZGEgY29uY2VwdG8uIEFkZW3DoXMgc2UgYXNlZ3VyYSBkZSBkYXIgdG9kb3MgbG9zIHRlbWFzIHF1ZSB0aWVuZSBxdWUgZGFyLiBTYWJlIG11Y2jDrXNpbW8geSByZXNwb25kZSBjb24gY2xhcmlkYWQgY2FkYSBkdWRhLCBzaWVtcHJlIHkgY3VhbmRvIGRlbXVlc3RyZXMgcXVlIGVzdHV2aXN0ZSBsZXllbmRvIG8gdHJhdGFuZG8gZGUgY29tcHJlbmRlciwgaW5jbHVzbyBlc3R1dm8gYSBkaXNwb3NpY2nDs24gZMOtYXMgYWplbm9zIGEgbGEgY3Vyc2FkYSBwYXJhIGNvbnN1bHRhcy4gTG9zIHBhcmNpYWxlcyBzb24gbGFyZ29zLCBjb24gZWplcmNpY2lvcyBwYXJlY2lkb3MgYSBsb3MgVFBzLCB5IGEgdmVjZXMgY29tcGxpY2Fkb3MuIFNvYnJlIGxvcyBUUHMganVzdGFtZW50ZTogcmVxdWllcmVuIG11Y2hhIGxlY3R1cmEsIGRlIHZhcmlvcyBsaWJyb3MsIGJhc8OhbmRvc2UgZW4gbG8gcXVlIGRhIGVuIGxhIGNsYXNlIHBlcm8gc2FsZW4uIEVuIHJlc3VtZW4sIGVzIHVuYSBleGNlbGVudGUgY3V5YSBleGlnZW5jaWEgZXN0w6EgYSBsYSBwYXIgZGUgc3UgY2FsaWRhZC4=
Lorusso,6713,2Q2019,1583941853267,5,5,5,5,5,5,5,5,5,RXMgaW5nZW5pZXJvIG1lY8OhbmljbywgdHJhYmFqYSBlbiBlbCDDoXJlYSBkZSBtYXRlcmlhbGVzIHkgc2Ugbm90YSwgc2llbXByZSBkYW5kbyBlamVtcGxvcyBzb2JyZSBjYXNvcyBjb3RpZGlhbm9zIHkgbW9zdHJhbmRvIGltw6FnZW5lcyB5IHZpZGVvcyBzb2JyZSBsb3MgcHJvY2Vzb3MgcXVlIGV4cGxpY2FiYSBNYXJjZWxhLiBIYXN0YSB0cmHDrWEgcGllemFzIHJlYWxlcyBwYXJhIHF1ZSBxdWVkZW4gbcOhcyBjbGFyb3MgbG9zIGNvbmNlcHRvcy4gTGxlZ8OzIGEgZXh0ZW5kZXJzZSAxaCB5IG1lZGlhIHBhcmEgcmVmb3J6YXIgdW4gdGVtYSBxdWUgbm90w7MgcXVlIHRlbsOtYW1vcyBmbG9qbywgbXV5IGJ1ZW5vIGVuIGVsIHRyYXRvIHkgc3VtYW1lbnRlIGNsYXJvIGV4cGxpY2FuZG8uIEVzdGFiYSBidWVubyBoYWJsYXIgY29uIMOpbCBwYXJhIHNhbGlyIHVuIHBvY28gZGUgbGEgdGVvcsOtYSB5IHZlciBxdcOpIGVzIGxvIHF1ZSBwYXNhIGVuIGxvIGNvdGlkaWFuby4gSnVzdG8gY29ycmlnaWVuZG8gVFBzIHkgZXhwbGljYW5kbyBzaWVtcHJlIGNhZGEgZHVkYS4=
De La Concepción María,6713,2Q2019,1583941853268,5,5,5,5,4,4,5,5,4,SnVzdGEgY29ycmllZ2llbmRvLCB0YW1iacOpbiBleHBsaWNhbmRvIGR1ZGFzIHNvYnJlIGxvcyBUUHMuIERlIGdyYW4gYXl1ZGEgYSBsYSBob3JhIGRlbCBUUCBmaW5hbCBlbiBlbCBsYWJvcmF0b3Jpby4gU2kgbWFsIG5vIHJlY3VlcmRvIGFwZW5hcyBleHBsaWPDsyAxIG8gMiB0ZW1hcyBzZW5jaWxsb3Mu
Vazquez,6301,1Q2019,1583942047951,4,5,4,3,3,2,3,3,1,RXhwbGljYSB0ZW1hcyBtdXV1eSBwb3IgYXJyaWJhIHkgbGxlZ2FzIGFsIGZpbmFsIG11eSBqdXN0by4gTG8gcXVlIHRpZW5lIGRlIGJ1ZW5vIGVzIHF1ZSBwYXJhIGxvcyBwYXJjaWFsZXMgc2kgbm8gZGEgdW4gdGVtYSBubyBsbyB0b21hIA==
Piol,6301,1Q2019,1583942047964,5,5,5,5,5,5,5,5,1,QnVlbsOtc2ltYSBwcm9mZXNvcmEsIHNpZW1wcmUgYXRlbnRhIGEgYXl1ZGFyIGNvbiBjb25zdWx0YXMgeSBzaSBubyBzZSBlbnRpZW5kZSBhbGdvIGxvIGV4cGxpY2EgZGUgbnVldm8uIFNpIHBhcnRpY2lwYXMgZW4gY2xhc2Ugc2llbXByZSBzZSBhY3VlcmRhIGRlIHR1IG5vbWJyZQ==
Garcia Alvarez,6301,1Q2019,1583942047973,5,5,4,4,3,4,4,4,1,UGFyZWNlIG1lZGlvIGFudGlww6F0aWNhIGFsIHByaW5jaXBpbywgcGVybyBleHBsaWNhIGJhc3RhbnRlIGJpZW4gY3VhbmRvIGxlIGNvbnN1bHRhcyBtYW5vIGEgbWFuby4gRW4gZWwgcGl6YXJyw7NuIGEgdmVjZXMgc2UgcGVyZMOtYSB1biBwb2NvIHBlcm8gZXhwbGljYWJhIGxvcyBlamVyY2ljaW9zIGJhc3RhbnRlIGJpZW4=
M,6301,1Q2019,1583942047981,5,4,5,4,4,5,5,4,1,R2FieSBlcmEgbGEgZW5jYXJnYWRhIGRlIGV4cGxpY2FyIGxvcyBUUHMgeSBwYXJjaWFsaXRvcyB5IGRlIGNvcnJlZ2lybG9zLCBzaWVtcHJlIHRlIGhhY8OtYSBwYXJ0aWNpcGFyIGN1YW5kbyBoYWNlbiB1bmEgZGVtb3N0cmFjacOzbiwgbm8gZXhwbGljbyBtdWNob3MgZWplcmNpY2lvcyBwZXJvIGxvcyB0cHMgc2llbXByZSBiaWVuIGV4cGxpY2Fkb3MgeSB0ZSB0aXJhIHRpcHMgcGFyYSByZXNwb25kZXIgcHJlZ3VudGFzIHRlw7NyaWNhcyBkZSBsb3MgcGFyY2lhbGVzIA==
Dadamia,6201,2Q2019,1583942470002,5,5,5,5,5,5,5,5,4,TXV5IGJ1ZW4gcHJvZmVzb3IsIGV4cGxpY2EgY2xhcm8geSBubyB0aWVuZSBwcm9ibGVtYSBlbiBleHBsaWNhciB1biB0ZW1hIGhhc3RhIHF1ZSBzZSBlbnRpZW5kYSwgZGEgbGFzIGNsYXNlcyBlbiBwb3dlcnBvaW50IHkgZGVzcHXDqXMgbG9zIHN1YmUgYWwgY2FtcHVzIHBhcmEgcXVlIGxhIGdlbnRlIHByZXN0ZSBtw6FzIGF0ZW5jacOzbiBtaWVudHJhcyDDqWwgZXhwbGljYSBhc8OtIG5vIGhheSBxdWUgYW5vdGFy
Villafañe,6201,2Q2019,1583942470010,5,5,5,3,3,3,3,3,4,Tm8gZGnDsyBtdWNob3MgZWplcmNpY2lvcyBlbiBjbGFzZSBlc3RlIGN1YXRyaSwgZXhwbGljbyB1bm8gc29sbyBkZSBDUiB5IG11eSBwb3IgYXJyaWJhIA==
Robledo,6201,2Q2019,1583942470016,5,5,4,3,4,4,4,4,3,
Gomez Toba,6201,2Q2019,1583942470024,5,5,5,5,5,5,5,5,5,VW4gY3JhY2sgR29uemFsbywgZXhwbGljYW5kbyBkZSAxMCB5IG11eSBkaXNwdWVzdG8gYSByZXNwb25kZXIgZHVkYXMgeSBheXVkYXIgZW4gY2xhc2U=
Lage,7501,2Q2019,1583943337988,3,3,4,3,4,4,4,3,3,
Costa,7501,2Q2019,1583943337989,5,5,5,4,5,5,4,5,4,
Lanzillotta,7501,2Q2019,1583943337990,5,5,5,4,5,5,4,5,5,
Seinhart,6108,2Q2019,1583943476926,4,3,3,4,3,4,3,3,5,
Peralta,6108,2Q2019,1583943476927,5,5,5,4,5,5,4,4,4,
Marti,6108,2Q2019,1583943476928,5,5,5,5,5,5,4,5,3,
Herrmann,6108,2Q2019,1583943476928,5,5,5,5,5,3,3,4,3,
Corsini,6201,2Q2019,1583946981233,5,5,3,5,5,5,5,4,5,
Bellocq,6201,2Q2019,1583946981234,4,4,4,3,2,3,4,4,4,
Rickert,9203,1Q2019,1583947655147,5,5,5,5,5,5,5,5,5,
Lopez Conde,9203,1Q2019,1583947655154,5,5,5,5,5,5,5,5,5,
Sirne,6103,1Q2019,1583947757777,5,5,4,5,5,1,5,4,1,
Juarez,6103,1Q2019,1583947757781,5,5,5,5,5,5,5,5,5,
Sirne,6103,1Q2019,1583947821129,5,5,4,5,5,1,5,4,1,
Cristi,6103,1Q2019,1583947821134,5,5,5,5,5,5,5,5,5,
Vargas,6108,2Q2019,1583948062868,5,5,5,5,5,5,5,5,1,VmFyZ2FzIGVzIHVuIGV4Y2VsZW50ZSBwcm9mZXNvcmEsIGVzIG11eSBjbGFyYSB5IGxsZWdhIGNvbiB0b2RvcyBsb3MgdGVtYXMuIE5vIGxlIGZhbHRhbiBkZW1vc3RyYWNpb25lcy4=
Palacios,6108,2Q2019,1583948062873,5,5,5,5,5,5,5,5,5,RXhjZWxlbnRlIGVuIGxhIHByw6FjdGljYS4gTXV5IGNsYXJhLCBleHBsaWNhIGEgdW4gcml0bW8gcXVlIHNlIGxlIGVudGllbmRlIHBlcmZlY3RhbWVudGUg
Zalcman,6108,2Q2019,1583948062877,1,1,1,1,1,1,1,1,1,
Nuñez,6301,1Q2019,1583948367410,5,5,5,3,5,5,5,5,5,
Andronikov,6301,1Q2019,1583948367415,5,5,5,5,5,5,5,5,5,
Garea,6201,1Q2019,1583948533321,5,5,5,5,5,5,5,5,5,
Miralles,6201,1Q2019,1583948533325,5,5,3,1,2,1,3,1,1,
Strusiat,6201,1Q2019,1583948533329,5,5,5,5,2,2,2,3,1,SGFibGEgbXV5IGJham8sIG5vIHNlIGxlIGVudGllbmRlIG5hZGE=
Piva,6203,2Q2019,1583948778022,5,5,5,4,5,5,5,5,5,UmVzcG9uZGUgZHVkYXMgZW4gZWwgZ3J1cG8gZGUgRmFjZWJvb2suIEV4Y2VsZW50ZSBwcm9mZXNvciwgc2FiZSBtdWNow61zaW1vIHkgbG8gdHJhbnNtaXRlLiA=
Pampillo,6203,2Q2019,1583949013150,5,5,5,5,5,5,5,5,5,
Roht,6203,2Q2019,1583949013157,5,5,5,5,5,5,5,5,5,
Vera,8302,2Q2019,1583949083146,5,5,5,5,5,1,5,5,1,
Torcasso,8302,2Q2019,1583949083150,5,5,5,5,3,3,4,3,5,
Merlo,8302,2Q2019,1583949083153,5,5,5,5,3,3,3,4,5,
Arriazu,7501,2Q2019,1583949137783,5,2,5,3,1,1,1,1,3,U3VlbGUgbGxlZ2FyIHRhcmRl
Jacobo,6313,2Q2019,1583949466930,5,5,4,3,2,3,3,1,2,Tm8gbGxlZ2FiYSBhIGNvcGlhciB0b2RvIGxvIHF1ZSBpYmEgZGljaWVuZG8sIHN1cyBjbGFzZXMgc29uIGFzaSwgZWxsYSBoYWJsYSB5IGhhYmxhIHkgdW5vIHRyYXRhIGRlIGNvcGlhciBsbyBxdWUgcGllbnNhIHF1ZSBlcyBpbXBvcnRhbnRlLCBzb2xvIGRpYnVqYSBsYXMgZXN0cnVjdHVyYXMgeSBjb3NhcyBhc2ksIGxhIHZlcmRhZCB0ZXJtaW5lIGFwcmVuZGllbmRvIGxhIG1heW9yaWEgZGUgdHV0b3JpYWxlcyBkZSB5b3V0dWJlLiBzaSBlcmFzIHJhcGlkbyBsZSBwb2RpYXMgaGFjZXIgdW5hIGNvbnN1bHRhIGRlc3B1ZXMgZGUgY2xhc2UgcGVybyBsYSBtYXlvcmlhIGRlIGxhcyB2ZWNlcyBzZSBpYmEgYXB1cmFkYSwgbG8gcXVlIHNpIGEgdmVjZXMgdGUgZGVjaWEgcXVlIHBvZGlhcyBpciBhIHN1IG9maWNpbmEgYSBjb25zdWx0YXIuIA==
Fasoli,6313,2Q2019,1583949466933,5,4,4,2,3,4,3,3,3,U3VzIGNsYXNlcyBtZSBwYXJlY2lhbiBhYnVycmlkYXMgcG9yIGxvIGN1YWwgYSBsbyB1bHRpbW8gZGVqZSBkZSBpci4gdGlyYWJhIHZhcmlvcyBkYXRvcyBpbnRlcmVzYW50ZXMsIGxhcyBjbGFzZXMgZGUgZWwgYWwgaWd1YWwgcXVlIGxhcyBkZSBqYWNvYm8gc2UgYmFzYWJhbiBlbiBlc2N1Y2hhcmxvIGhhYmxhciB5IHRyYXRhciBkZSBjb3BpYXIuIGFsIGZpbmFsIGRlIGNhZGEgY2xhc2UgbGxldmFiYSB1biBleHBlcmltZW50byBxdWUgYSBtaXMgY29tcGHDsWVyb3MgbGVzIGZhc2NpbmFiYS4=
