doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,calse_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Garea,6201,1Q2018,1533855584585,5,4,5,5,5,5,5,5,4,VGVyZXNhIEdhcmVhIGVzIGxhIG1lam9yIHByb2Zlc29yYSBxdWUgdHV2ZSBwb3IgYWhvcmEuIEVzIGNsYXJhIHBhcmEgZXhwbGljYXIsIG11eSBwcmVjaXNhIGNvbiBsYXMgZGVmaW5pY2lvbmVzIHRhbnRvIGbDrXNpY2FzIGNvbW8gbWF0ZW3DoXRpY2FzLiBDcmVvIHF1ZSBzdXMgZGlhcG9zaXRpdmFzIGxhcyB1c2FuIGxhIG1heW9yw61hIGRlIGxvcyBjdXJzb3MgcG9ycXVlIHNvbiBtdXkgYnVlbmFzIHkgY29tcGxldGFzLiBTZSBub3RhIHF1ZSBsZSBhcGFzaW9uYSBsbyBxdWUgaGFjZS4gU2llbXByZSBlc3TDoSBkaXNwdWVzdGEgYSBxdWVkYXJzZSBtw6FzIHRpZW1wbyBwYXJhIGV4cGxpY2FyIG8gZGVzcGVqYXIgZHVkYXMuIEhhY2UgbXVjaMOtc2ltbyBoaW5jYXBpZSBlbiBlcnJvcmVzIHTDrXBpY29zIHF1ZSBzdWVsZW4gY29tZXRlciBsb3MgYWx1bW5vcywgeSB0ZSBsb3MgcmVwaXRlIDEwLjAwMCB2ZWNlcyBwYXJhIHF1ZSBubyBsb3MgY29tZXRhcy4gU2UgZW5mb2NhIG3DoXMgYmllbiBlbiBsb3MgY29uY2VwdG9zIHkgZW4gbGEgY29oZXJlbmNpYSBkZSBsYXMgcmVzb2x1Y2lvbmVzIHF1ZSBlbiBsb3MgY8OhbGN1bG9zLiBFbiBjdWFudG8gYSBsYXMgY29ycmVjY2lvbmVzLCBlbiBsYSBjbGFzZSBkYSBsYSBpbXByZXNpw7NuIHF1ZSBlcyBzdXBlciBleGlnZW50ZSBwZXJvIGNyZW8gcXVlIGVzIGp1c3RhIHkgZGEgb3BvcnR1bmlkYWRlcyBjdWFuZG8gdmUgcXVlIGVudGVuZGVzIGVsIHRlbWEgeSBxdWUgY2FwYXogbm8gbG8gcHVkaXN0ZSBkZW1vc3RyYXIgY29uIHVuIGVqZXJjaWNpby4gWSBsbyBtw6FzIGltcG9ydGFudGUsIGVzIG11eSBhbWFibGUgeSBkYSBlc3BhY2lvIGEgc3VzIGNvbXBhw7Flcm9zIHBhcmEgcXVlIGVsbG9zIHRhbWJpw6luIHB1ZWRhbiBleHBsaWNhciwgZXN0YW5kbyBzaWVtcHJlIGF0ZW50YSBwYXJhIGNvbnRlc3RhciBkdWRhcy4=
Veiras,6201,1Q2018,1533855584587,4,4,4,4,4,5,4,5,3,RnJhbmNpc2NvIGVzIHVuIGJ1ZW4gcHJvZmVzb3IsIGNyZW8gcXVlIGRvbmRlIG3DoXMgc2UgbHVjZSBlcyBlbiBlbCBsYWJvcmF0b3JpbywgZGFuZG8gaW5kaWNhY2lvbmVzLCBwcm9wb25pZW5kbyBhbHRlcm5hdGl2YXMgcGFyYSBsYSByZXNvbHVjacOzbiBkZSBwcm9ibGVtYXMuIFRhbWJpw6luIGFsaWVudGEgYSBtdWNob3MgcGFyYSBxdWUgcGFydGljaXBlbiBkZSBsYSBjbGFzZSB5IHBhcmEgcXVlIG5vIHRlbmdhbiBtaWVkbyBhIGVxdWl2b2NhcnNlIG8gYSBoYWNlciBsYXMgY29zYXMgbWFsLiBDb3JyaWdpZW5kbyBlcyBqdXN0bywgdGllbmUgY29uc2lkZXJhY2nDs24gY29uIGVycm9yZXMgZGUgY3VlbnRhIHkgYWxnw7puIHF1ZSBvdHJvIHBhc28gc2luIGp1c3RpZmljYXIuIA==
Duplaa,6201,1Q2018,1533855584588,5,4,4,3,3,3,3,2,4,Q2VsZXN0ZSBlcyBtdXkgYWdyYWRhYmxlIHkgc2Ugbm90YSBxdWUgc2FiZSBtdWNobyB5IHF1ZSBhZGVtw6FzLCBlc3TDoSBtdXkgZGlzcHVlc3RhIGEgYXByZW5kZXIgZGUgc3VzIGNvbXBhw7Flcm9zLiBBIG1pIHBhcmVjZXIgdG9kYXbDrWEgbGUgZmFsdGEgdW4gcG9jbyBkZSBleHBlcmllbmNpYSBkYW5kbyBjbGFzZXMsIGEgdmVjZXMgdGUgcGVyZMOpcyBlbiBtZWRpbyBkZSBzdXMgZXhwbGljYWNpb25lcyBwb3IgbcOhcyBkZSBxdWUgZXN0w6lzIHByZXN0YW5kbyBtdWNow61zaW1hIGF0ZW5jacOzbiwgc29icmUgdG9kbyBwb3IgbG9zIG5vbWJyZXMgZGUgbGFzIHZhcmlhYmxlcyBxdWUgYXNpZ25hIG8gcG9ycXVlIGNhcGF6IHZhIHkgdmllbmUsIHkgbm8gc2UgdGVybWluYSBkZSBlbnRlbmRlci4gVGFtcG9jbyBhbGllbnRhIG11Y2hvIGEgbGEgcGFydGljaXBhY2nDs24gZW4gY2xhc2UsIGdlbmVyYWxtZW50ZSBzdXMgcHJlZ3VudGFzIGxhcyB0ZXJtaW5hIHJlc3BvbmRpZW5kbyBHYXJlYSBvIHF1ZWRhbiBhIG1lZGlhcy4gTm8gZXN0dXZlIG11eSBkZSBhY3VlcmRvIGNvbiBzdSBjb3JyZWNjacOzbiBkZSB1bm8gZGUgbG9zIFRQcyBlbiBlbCBjdWFsIG5vcyBiYWrDsyBtdWNob3MgcHVudG9zICg1MCUpIHBvciB1biB0ZW1hIGRlIG9yZGVuIGVuIGVsIHF1ZSBoYWLDrWFtb3MgcHVlc3RvIGxhIGluZm9ybWFjacOzbi4gRGUgdG9kYXMgZm9ybWFzLCBzZSBkZXN0YWNhIHN1IGNvbXByb21pc28gcG9yIHN1IHRyYWJham8geSBzZSBub3RhIHF1ZSB0aWVuZSBtdWNob3MgY29ub2NpbWllbnRvcyB5IGEgbGEgdmV6IGdhbmFzIGRlIGFwcmVuZGVyLg==
Vazquez ,6201,1Q2018,1533855584590,3,3,5,2,2,4,1,4,1,UGF0cmljaWEgZXMgbXV5IGVudHVzaWFzdGEgeSBjcmVvIHF1ZSBlcyBsYSBxdWUgbcOhcyBlc3TDoSAiZGVsIGxhZG8gZGUgbG9zIGFsdW1ub3MiIGRlIGFsZ3VuYSBmb3JtYS4gVGllbmUgdW4gY29udGFjdG8gZXNwZWNpYWwgY29uIG5vc290cm9zLCBlcyBtdXkgYW1hYmxlIHkgZGl2ZXJ0aWRhLiBFbiBjdWFudG8gYSBsb3MgZWplcmNpY2lvcyBxdWUgZXhwbGljw7MgZWxsYSwgc2luY2VyYW1lbnRlIG51bmNhIGxvcyBlbnRlbmTDrSBwb3JxdWUgc3UgbcOpdG9kbyBkZSByZXNvbHVjacOzbiBudW5jYSBmdWUgb3JkZW5hZG8sIHkgbG9zIHBhc29zIG51bmNhIGZ1ZXJvbiBqdXN0aWZpY2Fkb3MgY29uIGxhIHJpZ3Vyb3NpZGFkIGRlIG90cm9zIGRvY2VudGVzIGRlbCBjdXJzby4gU2llbXByZSBsbGV2YSBlbCBlamVyY2ljaW8gcmVzdWVsdG8gcG9yIGxvIHRhbnRvIGVzdMOhIG11eSBwZW5kaWVudGUgZGVsIHBhcGVsIHkgY3JlbyBxdWUgZXNvIGxlIHF1aXRhIGxhIHBvc2liaWxpZGFkIGRlIGV4cGxheWFyc2UgeSBkZW1vc3RyYXIgbG8gcXVlIHNhYmUuIEVuIGxhcyBjb3JyZWNjaW9uZXMsIG5vIGJhamEgbm90YSBwb3IgZGV0YWxsZXMgcGVybyBzaWVtcHJlIGhhY2UgYWNsYXJhY2lvbmVzIHF1ZSBzb24gw7p0aWxlcyBwYXJhIG1lam9yYXIgcGFyYSBsYSBwcsOzeGltYS4g
Fernandez,6201,1Q2018,1533855584592,3,3,2,3,4,4,3,3,2,TWFudWVsIGV4cGxpY2EgY29uIGNsYXJpZGFkIHkgZGUgbWFuZXJhIHNpbXBsZSwgYWxnbyBxdWUgZXN0w6EgYnVlbm8gdGVuaWVuZG8gZW4gY3VlbnRhIGxhIHJpZ3Vyb3NpZGFkIHF1ZSBzZSB2ZSBlbiBsYSB0ZcOzcmljYS4gUmF6b25hLCBwbGFudGVhIHkgcmVzdWVsdmUuIFNpZW1wcmUgc3VzIGVqZXJjaWNpb3MgbWUgcXVlZGFyb24gY2xhcm9zLiBObyBlc3RveSB0YW4gY29uZm9ybWUgY29uIHN1IHRyYXRvLCBzaSBiaWVuIGVzIG11eSBidWVuYSBvbmRhIGhheSB2ZWNlcyBxdWUgaGFjZSBjb21lbnRhcmlvcyBxdWUgbm8gZXN0w6FuIHRhbiBidWVub3MsIHBlcm8gaWd1YWwgZXNvIGRlcGVuZGUgbXVjaG8gZGUgY8OzbW8gc2UgbG8gdG9tYSBjYWRhIHVuby4gUGFyYSBjb3JyZWdpciBlcyBiYXN0YW50ZSBleGlnZW50ZSwgcGlkZSBkZW1vc3RyYWNpb25lcyBvIG3DrW5pbWFtZW50ZSAiRGUgZMOzbmRlIHNhbGUgZXN0bz8iIGFsZ28gYSBsbyBxdWUgw6lsIG11Y2hhcyB2ZWNlcyBubyBoYWNlIGhpbmNhcGllIGN1YW5kbyBleHBsaWNhLiA=
Sirne,8101,1Q2017,1533855665737,4,4,5,5,5,5,5,5,3,
De Rossi,8101,1Q2017,1533855665741,5,5,5,5,4,4,4,4,4,
Lopez,8102,2Q2017,1533855855423,5,5,4,4,4,4,5,4,4,
Acero,6103,1Q2017,1533855964451,5,5,4,5,5,2,5,4,4,
Lopez,6103,1Q2017,1533855964454,5,4,4,5,5,3,3,3,1,
Cristi,6103,1Q2017,1533855964456,5,5,5,1,2,4,1,1,1,
Seminara,6103,2Q2017,1533855979085,5,5,5,5,5,5,5,5,5,
Chorny,6103,2Q2017,1533855979088,4,4,4,4,4,4,4,4,4,
Palazón,6103,2Q2017,1533855979090,5,5,5,3,3,4,3,5,5,
Sarris,6108,1Q2018,1533856007594,5,5,5,5,5,5,5,5,1,
Contino,6108,1Q2018,1533856007623,5,4,5,4,4,5,4,5,1,
Rozenwasser,6108,1Q2018,1533856007639,5,4,5,4,4,5,4,5,1,
Santamartina,8711,2Q2017,1533856047852,4,5,3,3,1,4,2,3,1,
De Piero,8711,2Q2017,1533856047857,5,5,5,5,5,4,3,5,5,
Raiden,8711,2Q2017,1533856047863,3,3,5,3,3,5,3,5,5,
Abraham,8202,2Q2015,1533856051906,5,5,5,5,4,2,4,4,3,
Boschan,8202,2Q2015,1533856051909,5,5,3,3,3,4,4,3,2,
Macias,8202,2Q2015,1533856051912,5,5,5,5,5,5,4,4,3,
Hernández,8202,2Q2015,1533856051915,5,5,5,3,3,4,3,3,3,
Caracciolo,8301,2Q2017,1533856093097,4,4,5,3,2,1,2,4,1,
Gobbi Miñones,8301,2Q2017,1533856093123,4,5,5,3,3,1,2,3,1,
Saralegui,8301,2Q2017,1533856093138,5,5,5,4,4,4,4,4,4,
Maury,8301,2Q2017,1533856093153,5,5,4,4,3,4,4,3,4,
Sirne,6103,1Q2018,1533856227128,5,4,3,5,5,3,5,5,3,UmljYXJkbyBTaXJuZSBlcyB1biBwcm9mZXNvciBleGNlbGVudGUuIE1lIGRlasOzIHVuYSBjYXJwZXRhIGNvbXBsZXTDrXNpbWEgbGxlbmEgZGUgcHJvcGllZGFkZXMsIHRlb3JlbWFzIHkgZWplbXBsb3MgcXVlIHZveSBhIHBvZGVyIGNvbnN1bHRhciBkZXNkZSBhaG9yYSBoYXN0YSBxdWUgdGVybWluZSBsYSBjYXJyZXJhLiBBZGVtw6FzLCBlcyBtdXkgZ3JhY2lvc28sIHBlcm8gYWwgbml2ZWwgZGUgcXVlIG1lIGhhY2UgdGVudGFyIGRlIGxhIHJpc2EgY29uIHN1cyBjaGlzdGVzIHkgY29tZW50YXJpb3MuIExvIHF1ZSBzw60gZXMgbXV5IGV4aWdlbnRlIGN1YW5kbyBzZSB0cmF0YSBkZSBleMOhbWVuZXMgeSBodWJvIGFsZ3Vub3MgY29tZW50YXJpb3MgcXVlIGhpem8gYSBhbHVtbm9zIGR1cmFudGUgZWwgcmVjdXBlcmF0b3JpbyBxdWUgbWUgcGFyZWNpZXJvbiBiYXN0YW50ZSBzb2JyYW50ZXMgZSBpbm5lY2VzYXJpb3MuIFBlcm8gZGUgdW5hIGVzIGxhIG1lam9yIHRlw7NyaWNhLCBsbyBkaWNlbiB0b2Rvcy4g
Lopez,6103,1Q2018,1533856227130,5,5,5,5,4,4,3,4,1,Q2xhdWRpYSBlcyB1bmEgbXV5IGJ1ZW5hIHByb2Zlc29yYSwgYWwgc2VyIGRlIGxhIHByw6FjdGljYSBubyBzw6kgZXhhY3RhbWVudGUgY29tbyBleHBsaWNhIGxvcyBjb25jZXB0b3MgY29tbyBwYXJhIGhhYmxhciBkZSBlc28gcGVybyByZXN1ZWx2ZSBtdXkgYmllbiwgc2llbXByZSBmdW5kYW1lbnRhbmRvIGNvbiBsbyB2aXN0byBlbiBsYSB0ZcOzcmljYSB5IHByb3BvbmllbmRvIHF1ZSBsb3MgYWx1bW5vcyBoYWdhbiBlamVyY2ljaW9zIHkgcGFydGljaXBlbiBlbiBsYSBjbGFzZS4gSnVudG8gYSBNYXJ0aW5zIGhpY2llcm9uIHVuYSBidWVuYSBkdXBsYSBlc3RlIGN1YXRyaW1lc3RyZSwgdHVybsOhbmRvc2UgeSByZXNwZXRhbmRvIGNhZGEgdW5hIHN1cyB0aWVtcG9zIHBlcm8gc2llbXByZSBjcmVhbmRvIHVuIGJ1ZW4gY2xpbWEgZW4gbGEgY2xhc2UuIA==
De Rossi,6103,1Q2018,1533856227132,3,3,4,4,4,4,3,2,1,RmVybmFuZG8gZXMgdW4gYnVlbiBwcm9mZXNvciwgZXMgbXV5IHByb2xpam8geSBvcmRlbmFkbyBwYXJhIHJlc29sdmVyIGVqZXJjaWNpb3MuIEFkZW3DoXMsIHNpZW1wcmUgZGVzcGVqYSBkdWRhcyBhdW5xdWUgbm8gc3VlbGUganVzdGlmaWNhciBkZW1hc2lhZG8gbG8gcXVlIGhhY2UsIHkgY2FwYXogZGVzcHXDqXMgZW4gZWwgZXhhbWVuIHBpZGUgY2llcnRhIGp1c3RpZmljYWNpw7NuIG8gZnVuZGFtZW50YWNpw7NuLiBTZSBhZGhpcmnDsyBhIGRvcyBwYXJvcyAoY3JlbykgbG8gcXVlIG5vcyBjb21wbGljw7MgdW4gcG9jbyBwZXJvIGJ1ZW5vLCBzZSBlbnRpZW5kZSB5IHJlc3BldGEgc3UgcG9zdHVyYS4gRXMgZGl2ZXJ0aWRvIHkgc2Ugbm90YSBxdWUgbGUgZ3VzdGEgZW5zZcOxYXIuIA==
Piva,8202,1Q2016,1533856230865,5,2,5,5,5,4,5,5,3,
Roht,8202,1Q2016,1533856230866,5,5,2,2,2,3,2,1,1,
Presa,8202,1Q2016,1533856230867,5,5,4,4,4,4,4,4,3,
Acero,8101,1Q2018,1533856291662,5,5,3,5,5,1,5,5,5,
Lopez,8101,1Q2018,1533856291664,5,4,5,5,5,5,5,5,1,Tm8gY29vcmRpbmFuIGNvbiBhY2VybyBsYXMgY2xhc2VzLCBBY2VybyBsZXMgc2FjYSBzaWVtcHJlIHZlbnRhamE=
Vorobioff,8101,1Q2018,1533856291667,5,4,5,5,4,5,5,5,1,
Grynberg,8109,1Q2016,1533856338711,5,5,4,5,5,4,5,5,3,Q3JhY2sgZGUgY3JhY2tz
Garcia,8109,1Q2016,1533856338717,5,5,5,5,5,5,4,4,3,
Garea,8201,1Q2018,1533856580441,5,5,5,4,5,4,4,5,5,
Veiras,8201,1Q2018,1533856580447,4,4,5,3,3,4,4,5,5,
Duplaa,8201,1Q2018,1533856580452,4,4,4,3,2,4,4,4,5,
Vazquez ,8201,1Q2018,1533856580459,4,4,5,3,3,3,4,4,4,
Fernandez,8201,1Q2018,1533856580465,4,4,5,4,5,5,5,5,5,
Barasch,8201,1Q2017,1533856601293,5,5,4,3,2,2,3,3,5,
Chiabrando,8201,1Q2017,1533856601294,5,5,5,5,5,5,5,5,5,
Robledo,8201,1Q2017,1533856601295,4,3,4,3,2,4,2,2,2,
Condori,8201,1Q2017,1533856601296,4,3,4,2,2,4,3,2,2,
A Designar,8201,1Q2017,1533856601297,4,4,4,4,4,4,4,4,5,
Sirne,8101,1Q2018,1533856674038,5,5,5,4,4,3,5,4,2,
Lopez,8101,1Q2018,1533856674044,5,5,5,5,5,5,5,5,3,
De Rossi,8101,1Q2018,1533856674050,4,4,5,5,5,4,4,5,3,
Unger,6103,2Q2017,1533856737661,5,5,5,5,5,5,5,5,4,
Unger,6103,2Q2017,1533856737662,5,5,5,5,5,5,5,5,4,
Fittipaldi,6103,2Q2017,1533856737663,4,4,4,4,4,4,4,4,4,
Boggi,6108,1Q2018,1533857231724,1,1,3,1,3,3,1,3,2,Tm8gcmVjb21pZW5kbyBwYXJhIG5hZGEgbGEgY8OhdGVkcmEgZGUgQm9nZ2kuIFNpIGJpZW4gZXMgdW5hIGV4Y2VsZW50ZSBwcm9mZXNvcmEsIHNlIGFkaGllcmUgYSB0b2RvcyBsb3MgcGFyb3MgeSBwb3IgZmFsdGEgZGUgdGllbXBvIGRlamEgdGVtYXMgaW1wb3J0YW50ZXMgcGFyYSBxdWUgc2UgZGVuIGVuIGxhIFBSQUNUSUNBICh0ZW1hcyBpbXBvcnRhbnRlcyBwYXJhIGxhIGNhcnJlcmEgY29tbyBlY3VhY2lvbmVzIGRpZmVyZW5jaWFsZXMpLg==
Danko,6108,1Q2018,1533857231729,5,5,5,5,5,5,5,5,4,
Sosa,6108,1Q2018,1533857231733,5,5,5,5,5,5,5,5,5,
Chorny,8101,1Q2018,1533857634815,5,5,5,5,5,4,5,5,1,
Liberczuk,8101,1Q2018,1533857634844,5,5,5,5,5,5,5,5,2,
Acero,8101,1Q2018,1533857634862,5,5,4,5,4,2,3,2,4,
Bergamini,6114,1Q2018,1533857906855,4,5,5,4,4,4,4,5,1,
Peña,6114,1Q2018,1533857906855,4,5,5,4,5,5,5,5,1,
Bergamini,6114,1Q2018,1533857906856,4,5,5,4,4,4,5,5,1,
Moreno,8201,1Q2018,1533857929854,5,5,5,5,5,5,5,5,3,
Daneri,8201,1Q2018,1533857929879,5,5,5,3,2,2,2,5,3,
Garcia Achilli,8201,1Q2018,1533857929896,5,5,5,2,2,5,4,5,3,
Vilaseca ,8201,1Q2018,1533857929912,5,5,5,2,3,5,5,5,4,
A Designar,8201,1Q2018,1533857929928,5,5,5,2,2,2,3,5,2,
Wachenchauzer,7541,2Q2017,1533858369480,5,5,5,4,4,3,4,4,4,
Barrios,7541,2Q2017,1533858369481,5,5,4,5,5,4,5,4,5,
Barasch,6201,1Q2017,1533858519109,4,1,4,1,2,2,2,2,2,
Chiabrando,6201,1Q2017,1533858519110,5,5,5,5,5,5,4,5,5,
Robledo,6201,1Q2017,1533858519110,5,5,5,4,4,3,4,4,4,
Condori,6201,1Q2017,1533858519111,5,5,3,3,3,3,3,3,3,
Unger,8101,1Q2018,1533858776330,5,5,5,5,5,5,5,5,1,
Maulhardt,8101,1Q2018,1533859081748,5,5,5,5,5,4,5,5,5,
Silveyra,8202,1Q2018,1533858952212,5,5,5,5,5,5,5,5,5,
Presa,8202,1Q2018,1533858952215,4,4,5,4,5,5,5,5,5,
Zalcman,8202,1Q2018,1533858952217,4,4,3,4,3,4,4,4,3,
Moreno,6201,1Q2018,1533859084106,5,5,5,5,4,4,3,3,5,UGFyY2lhbGVzIGNvbXBsaWNhZG9z
Daneri,6201,1Q2018,1533859084107,5,5,5,5,2,2,5,4,5,RWwgeSBnYXJjaWEgbG9zIGRvcyBtYXMgZmxvam9zLGVzdGUgZXMgdW4gcG9jbyBtYXMgYnVlbmEgb25kYQ==
Vilaseca ,6201,1Q2018,1533859084110,5,5,5,3,5,5,5,5,5,RWwgbWVqb3IganVudG8gYSBtb3Jlbm8=
Garcia Achilli,6201,1Q2018,1533859084112,5,5,3,5,1,1,3,1,5,RXhwbGljYSBwYXJhIGVsIG9ydG8=
Schiazzano,6712,1Q2018,1533859129655,5,4,3,4,4,3,4,4,4,
Facal,6712,1Q2018,1533859129658,5,5,5,4,4,4,4,5,4,
Gutierrez Gammino,6712,1Q2018,1533859129661,4,4,5,5,5,5,5,5,4,
Sirne,6103,1Q2018,1533859224884,5,5,4,5,4,2,5,1,1,
Remesar,6103,1Q2018,1533859224887,4,4,5,2,2,3,5,5,1,R29yZGEgYXNxdWVyb3NhIG5vIHNhYmUgaGFjZXIgdW5hIGN1ZW50YSBiaWVu
Cristi,6103,1Q2018,1533859224892,5,5,5,5,5,5,5,5,5,Q3JhY2suLiB5IGZhY2hlcm8=
Sirne,6103,1Q2017,1533859235176,5,5,5,5,5,3,5,5,5,
Sassano,6103,1Q2017,1533859235178,3,5,5,5,5,5,5,5,5,
De Rossi,6103,1Q2017,1533859235179,3,5,5,5,5,5,5,5,5,
Garea,8201,2Q2017,1533859312389,5,5,5,5,4,5,5,5,5,
Veiras,8201,2Q2017,1533859312404,5,5,5,4,4,5,4,5,4,
Sanchez,8201,2Q2017,1533859312418,4,5,5,3,3,4,3,5,3,
Ferrari,8201,2Q2017,1533859312432,5,5,3,3,2,4,4,2,4,
Vazquez,8201,2Q2017,1533859312442,5,5,5,4,3,5,3,5,5,
Murmis,6113,2Q2017,1533859337433,5,5,5,5,3,3,5,5,5,
Burman,6113,2Q2017,1533859337434,5,3,5,5,5,5,5,5,5,
Uncal Bressi,6113,2Q2017,1533859337436,5,5,5,5,5,5,5,5,5,
Ghersin,8608,2Q2016,1533859490065,3,1,2,1,1,2,1,1,1,
Burgos,8608,2Q2016,1533859490067,2,1,2,1,1,2,1,1,1,
Giribet,6638,1Q2016,1533859706354,5,4,5,5,5,5,5,5,4,
Rao,6638,1Q2016,1533859706356,4,4,5,5,4,5,4,5,5,
Seminara,8101,1Q2018,1533859772965,5,5,5,4,5,4,4,5,5,RXhjZWxlbnRlIGVuIHRvZG8gc3Ugc2VudGlkbw==
Chorny,8101,1Q2018,1533859772981,5,4,5,4,4,4,4,5,3,
Galvan,8101,1Q2018,1533859772989,4,4,5,4,4,4,4,5,3,
Kornitz,8403,1Q2018,1533859919975,4,4,5,4,4,5,5,4,1,
Alonso,8403,1Q2018,1533859919989,5,4,5,5,5,5,5,5,3,
Sosti,8403,1Q2018,1533859919999,5,5,5,5,5,5,5,5,5,
Bertero,8403,1Q2018,1533859920012,5,5,5,5,5,5,5,5,5,
Lasanta,6903,1Q2018,1533859907086,4,4,3,3,1,2,3,3,2,RXMgc2FiaWRvIHF1ZSBubyBzZSB2YSBhIGxhcyB0ZcOzcmljYXMuIFNvbiBhYnVycmlkYXMgZSBpbmVudGVuZGlibGVzLiAgQ29uIGxvIHF1ZSBzZSBkYSBlbiBsYSBwcsOhY3RpY2EgYWxjYW56YS4g
Bacha,6903,1Q2018,1533859907088,5,5,3,4,4,2,4,3,3,TGFzIGNsYXNlcyBkZSBCYWNoYSBzb24gY29ydGFzIHkgY29uY2lzYXMuIEVuIDEgaHMgeSBtZWRpYSBnZW5lcmFsbWVudGUgeWEgdGUgbGliZXJhLiBTdWVsZSBpciBtdXkgcsOhcGlkbyB5IGEgdmVjZXMgY3Vlc3RhIHNlZ3VpcmxlIGVsIHJpdG1vLg==
Barra Araujo,6903,1Q2018,1533859907089,5,3,5,5,5,5,4,5,5,QmFycmEgZGEgdW4gcGFyIGRlIGNsYXNlcyBlbiBwYXJ0aWN1bGFyIGVuIHRvZG8gZWwgY3VhdHJpbWVzdHJlIChjcmVvIHF1ZSAzLzQpLiBFcyBtdXkgYnVlbiBwcm9mZXNvciB5IHRlIGNvbnRlc3RhIFRPREFTIGxhcyBkdWRhcyBxdWUgdGVuZ2FzLCBpbmNsdXNpdmUgbGUgcG9kZXMgY29uc3VsdGFyIGNvc2FzIHBvciBmYWNlYm9vayB5IHNpZW1wcmUgZXN0w6EgcHJlZGlzcHVlc3RvLiBVbiBnZW5pbyA=
Grynberg,6109,1Q2015,1533860112791,5,5,5,5,5,5,5,5,4,
Fontana,8201,1Q2018,1533860277818,5,5,5,5,5,5,5,5,5,
Rossi,8201,1Q2018,1533860277846,5,5,5,5,5,5,5,5,4,
Sola,8201,1Q2018,1533860277874,3,3,4,4,4,4,4,4,3,
Zalcman,8201,1Q2018,1533860277899,5,5,2,2,1,1,1,1,2,
Camuyrano,8201,1Q2018,1533860277927,3,4,4,1,1,2,2,3,2,
Vargas,6108,1Q2018,1533860401167,5,5,5,5,5,5,5,5,5,
Cabana,6108,1Q2018,1533860401209,5,4,5,5,5,5,5,3,5,
Zalcman,6108,1Q2018,1533860401241,5,5,1,1,1,1,1,1,3,
Seminara,8101,1Q2018,1533860730449,5,5,5,5,5,4,4,5,5,
Chorny,8101,1Q2018,1533860730458,5,4,5,4,4,4,3,4,3,
Galvan,8101,1Q2018,1533860730465,4,4,3,3,2,2,1,2,1,
Seminara,8101,1Q2018,1533860965811,5,5,5,5,5,5,5,5,5,
Chorny,8101,1Q2018,1533860965822,5,5,5,5,5,5,5,5,5,
Galvan,8101,1Q2018,1533860965831,5,5,5,5,5,5,5,5,5,
Troparevsky,6103,1Q2017,1533861305653,5,5,5,4,2,3,4,4,5,
Sosa,6103,1Q2017,1533861305664,4,5,5,3,3,4,3,5,3,
Muszkats,6103,1Q2017,1533861305671,5,5,5,5,5,5,5,5,5,
Silveyra,8202,1Q2018,1533861401958,5,5,5,5,5,3,3,5,5,
Presa,8202,1Q2018,1533861401960,5,2,3,2,5,4,2,1,4,
Mendez,7574,1Q2018,1533861417258,5,4,5,3,4,4,3,5,2,
Pandolfo,7574,1Q2018,1533861417263,5,4,5,3,4,4,3,5,3,
Abraham,8201,1Q2018,1533861430330,5,5,5,1,1,1,1,1,1,RXMgYnVlbmEgb25kYSBwZXJvIGhhYmxhIGVuIGPDoW1hcmEgbGVudGEgeSBjYWRhIHRhbnRvIGxlIGFnYXJyYW4gbGFndW5hcyB5IHNlIHBpZXJkZSBlbiBsbyBxdWUgaWJhIGRpY2llbmRvLg==
Miralles,8201,1Q2018,1533861430332,4,1,1,1,1,1,1,1,1,
Rembado,8201,1Q2018,1533861430335,4,1,1,1,1,1,1,1,1,
Barber,8201,1Q2018,1533861430338,4,1,1,1,1,1,1,1,1,
Puceiro,8201,1Q2018,1533861430341,4,1,1,1,1,1,1,1,1,
Merlo,8713,1Q2018,1533861487943,5,3,4,4,3,2,4,5,3,
Ferrario,8713,1Q2018,1533861487961,5,5,3,3,3,3,4,1,2,
Perez,8713,1Q2018,1533861487973,5,5,3,2,1,2,1,1,3,
Acero,8101,1Q2018,1533861538823,5,5,4,5,5,1,5,5,3,
Vorobioff,8101,1Q2018,1533861538825,5,1,5,1,1,5,1,3,1,
Kornblit,8103,1Q2018,1533868675969,2,5,5,1,3,4,2,3,1,RWwgcGVvciBkZSBsYSBtYXRlcmlh
Essaya,7540,1Q2018,1533861747674,5,5,5,5,4,5,5,5,3,TGEgYXl1ZGFudGUgRGFuaWVsYSBSaWVzZ28gZXN0YSBtYXMgYnVlbmEgcXVlIGNvbWVyIHBvbGxvIGNvbiBsYSBtYW5v
Barrios,9515,1Q2018,1533862172642,5,5,5,5,5,5,4,4,5,UGVyc29uYWxtZW50ZSBlcyBlbCBjdXJzbyBxdWUgcmVjb21pZW5kbyBhIGN1YWxxdWllcmEgcXVlIHF1aWVyYSBoYWNlciBBbGdvMiBkZSBzaXN0ZW1hcw==
Porta,6301,2Q2017,1533862219773,5,5,5,4,4,4,4,4,1,
Irianni,6301,2Q2017,1533862219774,5,5,5,5,5,5,3,4,3,
Boudin,6301,2Q2017,1533862219775,5,5,5,5,4,4,4,4,4,
